Cabo de Gata;Almería;23.5 ;11:20;19.4 ;11:20;0
Garrucha, Puerto;Almería;23.9 ;11:50;17.0 ;11:50;0
Albox;Almería;24.5 ;14:00;13.2 ;14:00;0
Huercal Overa;Almería;24.4 ;13:00;13.5 ;13:00;0
Amurrio;Araba/Álava;14.6 ;15:10;6.6 ;15:10;1
Lalastra;Araba/Álava;12.6 ;12:50;4.6 ;12:50;0
Agurain/Salvatierra;Araba/Álava;13.1 ;12:50;4.4 ;12:50;0.2
Labastida;Araba/Álava;13.9 ;12:10;6.7 ;12:10;0.8
Leza;Araba/Álava;15.3 ;13:50;4.8 ;13:50;1.4
Campezo/Kanpezu;Araba/Álava;14.9 ;12:20;6.0 ;12:20;0
Cabrales;Asturias;19.1 ;14:50;9.0 ;14:50;0
Llanes;Asturias;21.0 ;13:40;11.4 ;13:40;0.6
Amieva, Panizales;Asturias;19.8 ;13:30;9.9 ;13:30;0
Piloña;Asturias;18.3 ;14:00;9.8 ;14:00;1
Colunga;Asturias;20.2 ;13:00;11.2 ;13:00;0.2
Gijón, Campus;Asturias;19.9 ;12:40;9.3 ;12:40;1.6
Cabo Peñas;Asturias;18.5 ;11:10;13.5 ;11:10;0.1
Asturias Aeropuerto;Asturias;19.5 ;11:40;12.0 ;11:40;1.6
Puerto de Pajares;Asturias;12.5 ;10:30;4.6 ;10:30;0
Pola de Lena;Asturias;16.7 ;12:40;8.1 ;12:40;0
Aller;Asturias;15.7 ;13:50;4.0 ;13:50;0
Mieres;Asturias;19.4 ;16:10;10.6 ;16:10;0
Oviedo;Asturias;17.8 ;13:10;12.2 ;13:10;0
Tineo, Soto de la Barca;Asturias;17.8 ;15:00;10.6 ;15:00;0
Pola de Somiedo;Asturias;16.8 ;14:30;3.2 ;14:30;0
Salas;Asturias;18.3 ;12:20;12.2 ;12:20;0
Cabo Busto;Asturias;17.7 ;12:20;13.3 ;12:20;0.2
Degaña;Asturias;15.9 ;11:20;3.9 ;11:20;0
Ibias, San Antolin;Asturias;17.2 ;13:40;8.0 ;13:40;0
Villayón, Oneta;Asturias;15.4 ;11:20;11.8 ;11:20;0
Castropol;Asturias;17.6 ;11:50;11.3 ;11:50;0.2
Taramundi, Ouria;Asturias;16.0 ;12:20;10.0 ;12:20;0.4
Puerto de Leitariegos;Asturias;14.8 ;11:30;3.6 ;11:30;0
Muñotello;Ávila;20.1 ;14:40;3.6 ;14:40;0
Ávila;Ávila;17.7 ;14:10;2.8 ;14:10;0
Gotarrendura;Ávila;17.9 ;16:20;1.4 ;16:20;0
Arevalo;Ávila;19.8 ;16:40;-0.1 ;16:40;0
Rivilla de Barajas;Ávila;17.7 ;16:50;3.2 ;16:50;0
Barco de Avila;Ávila;21.4 ;14:50;0.0 ;14:50;0
Puerto El Pico;Ávila;21.5 ;14:50;-2.3 ;14:50;0
Cebreros;Ávila;24.2 ;13:30;10.7 ;13:30;0
Candeleda;Ávila;25.1 ;16:10;9.0 ;16:10;0
Herrera del Duque;Badajoz;26.8 ;15:50;8.8 ;15:50;0
Peraleda del Zaucejo;Badajoz;24.9 ;15:00;6.4 ;15:00;0
Castuera;Badajoz;24.7 ;16:30;13.8 ;16:30;0
Navalvillar de Pela;Badajoz;27.1 ;16:10;10.7 ;16:10;0
Don Benito;Badajoz;27.2 ;14:50;10.4 ;14:50;0
Llerena;Badajoz;24.5 ;15:20;12.1 ;15:20;0
Villafranca de los Barros;Badajoz;26.5 ;16:30;7.2 ;16:30;0
Mérida;Badajoz;28.9 ;16:10;8.1 ;16:10;0
Zafra;Badajoz;27.1 ;17:00;8.6 ;17:00;0
Almendralejo;Badajoz;25.7 ;15:30;10.0 ;15:30;0
Badajoz Aeropuerto;Badajoz;27.8 ;15:50;7.9 ;15:50;0
Alburquerque;Badajoz;27.4 ;15:50;9.6 ;15:50;0
Puebla de Obando;Badajoz;26.6 ;15:00;11.3 ;15:00;0
Badajoz;Badajoz;28.7 ;15:50;9.5 ;15:50;0
Olivenza;Badajoz;26.4 ;15:00;10.0 ;15:00;0
Alconchel;Badajoz;27.3 ;15:40;12.0 ;15:40;0
Barcarrota;Badajoz;26.8 ;16:40;9.1 ;16:40;0
Villanueva del Fresno;Badajoz;28.3 ;14:50;11.6 ;14:50;0
Monesterio;Badajoz;24.5 ;16:30;11.6 ;16:30;0
Fuente de Cantos;Badajoz;25.0 ;15:50;13.7 ;15:50;0
Jerez de los Caballeros;Badajoz;27.7 ;16:20;10.5 ;16:20;0
Fregenal de la Sierra;Badajoz;25.3 ;14:50;8.4 ;14:50;0
Azuaga;Badajoz;24.8 ;15:20;10.0 ;15:20;0
Pontons;Barcelona;18.9 ;13:50;8.8 ;13:50;0
Vilafranca del Penedès;Barcelona;23.9 ;15:00;9.4 ;15:00;0
Sitges;Barcelona;22.8 ;13:30;14.0 ;13:30;0
Berga;Barcelona;18.4 ;15:20;4.5 ;15:20;0
Balsareny;Barcelona;19.0 ;16:10;4.0 ;16:10;0
Prats de Lluçanès;Barcelona;18.8 ;14:40;3.9 ;14:40;0
Moià;Barcelona;17.4 ;13:40;6.1 ;13:40;0
Manresa;Barcelona;19.5 ;15:20;6.5 ;15:20;0
Monistrol de Montserrat;Barcelona;15.3 ;15:30;8.0 ;15:30;0
Igualada;Barcelona;18.7 ;15:10;8.4 ;15:10;0
Corbera, Pic d'Agulles;Barcelona;15.7 ;13:00;7.9 ;13:00;0
Barcelona;Barcelona;23.5 ;14:30;15.0 ;14:30;0
Barcelona, Museo Marítimo;Barcelona;24.7 ;15:40;14.8 ;15:40;0
Caldes de Montbui;Barcelona;23.8 ;14:30;7.4 ;14:30;0
Vilassar de Dalt;Barcelona;25.5 ;14:10;14.1 ;14:10;0
Arenys de Mar;Barcelona;24.5 ;12:20;12.6 ;12:20;0
Fogars de Montclús;Barcelona;20.7 ;14:20;9.0 ;14:20;0
Sant Julià  de Vilatorta;Barcelona;18.4 ;14:50;3.7 ;14:50;0.1
Lekeitio;Bizkaia;16.4 ;14:10;11.4 ;14:10;0
Forua;Bizkaia;17.2 ;13:20;7.9 ;13:20;3.6
Punta Galea;Bizkaia;15.2 ;15:00;9.5 ;15:00;2.5
Orozko;Bizkaia;14.4 ;14:20;7.6 ;14:20;2.6
Abadiño;Bizkaia;11.4 ;14:20;7.1 ;14:20;2.2
Amorebieta--Etxano;Bizkaia;15.6 ;13:50;7.2 ;13:50;0.6
Güeñes;Bizkaia;13.6 ;15:10;7.1 ;15:10;1.4
Bilbao Aeropuerto;Bizkaia;15.6 ;13:40;8.1 ;13:40;4.2
Sopuerta;Bizkaia;15.6 ;14:00;7.6 ;14:00;3.2
Coruña del Conde;Burgos;19.6 ;16:20;1.4 ;16:20;0
Aranda de Duero;Burgos;19.1 ;14:10;-1.3 ;14:10;0
Pedrosa del Príncipe;Burgos;17.7 ;14:40;2.5 ;14:40;0
Palacios de la Sierra;Burgos;18.7 ;12:40;0.2 ;12:40;0
Monterrubio de la Demanda;Burgos;13.3 ;13:30;2.3 ;13:30;0
Villamayor de los Montes;Burgos;14.7 ;13:40;6.1 ;13:40;0
Burgos Aeropuerto;Burgos;14.3 ;14:40;4.2 ;14:40;0
Santa Gadea de Alfoz;Burgos;11.9 ;12:40;5.2 ;12:40;0.2
Sargentes de la Lora;Burgos;14.4 ;14:10;5.2 ;14:10;0
Briviesca;Burgos;14.0 ;13:10;2.0 ;13:10;0
Medina de Pomar;Burgos;16.4 ;13:00;1.1 ;13:00;0
Miranda de Ebro;Burgos;15.3 ;14:30;2.0 ;14:30;0
Madrigal de la Vera;Cáceres;25.0 ;16:20;11.4 ;16:20;0
Navalmoral de la Mata;Cáceres;25.3 ;16:00;7.0 ;16:00;0
Garganta de la Olla;Cáceres;22.8 ;16:10;11.2 ;16:10;0
Serradilla;Cáceres;23.9 ;15:30;13.1 ;15:30;0
Jaraicejo;Cáceres;24.4 ;15:00;11.8 ;15:00;0
Trujillo;Cáceres;25.6 ;16:00;10.1 ;16:00;0
Cáceres;Cáceres;25.6 ;16:40;10.7 ;16:40;0
Cañaveral;Cáceres;25.4 ;16:20;12.0 ;16:20;0
Nuñomoral;Cáceres;26.4 ;15:10;3.5 ;15:10;0
Guijo de Granadilla;Cáceres;26.4 ;16:00;11.6 ;16:00;0
Hervás;Cáceres;23.7 ;14:50;9.5 ;14:50;0
Montehermoso;Cáceres;25.6 ;16:40;13.4 ;16:40;0
Tornavacas;Cáceres;22.1 ;14:10;10.8 ;14:10;0
Piornal;Cáceres;21.7 ;13:30;8.4 ;13:30;0
Plasencia;Cáceres;26.4 ;16:40;10.0 ;16:40;0
Coria;Cáceres;26.3 ;17:20;10.8 ;17:20;0
Hoyos;Cáceres;25.9 ;15:20;13.2 ;15:20;0
Zarza La Mayor;Cáceres;25.6 ;16:40;11.9 ;16:40;0
Valverde del Fresno;Cáceres;25.5 ;14:00;10.4 ;14:00;0
Aliseda;Cáceres;26.5 ;16:10;8.8 ;16:10;0
Brozas;Cáceres;24.8 ;16:00;11.1 ;16:00;0
Valencia de Alcántara;Cáceres;24.5 ;16:20;8.7 ;16:20;0
Guadalupe;Cáceres;25.5 ;14:50;10.9 ;14:50;0
Cañamero;Cáceres;25.5 ;15:40;13.5 ;15:40;0
Zorita;Cáceres;26.7 ;15:40;13.8 ;15:40;0
Alcuescar;Cáceres;26.2 ;16:00;9.4 ;16:00;0
Chipiona;Cádiz;25.0 ;14:30;12.5 ;14:30;0
Rota, Base Naval;Cádiz;26.4 ;16:20;14.1 ;16:20;0
Grazalema;Cádiz;23.3 ;12:20;10.8 ;12:20;0
Olvera;Cádiz;26.1 ;14:00;14.6 ;14:00;0
El Bosque;Cádiz;26.7 ;15:20;11.3 ;15:20;0
San José del Valle;Cádiz;28.2 ;15:40;15.0 ;15:40;0
Jerez de la Frontera Aeropuerto;Cádiz;27.1 ;15:20;10.2 ;15:20;0
San Fernando;Cádiz;27.1 ;14:20;17.1 ;14:20;0
Cádiz;Cádiz;26.2 ;17:00;17.8 ;17:00;0
Medina Sidonia;Cádiz;25.4 ;15:40;16.6 ;15:40;0
Vejer de la Frontera;Cádiz;25.5 ;15:30;16.5 ;15:30;0
Barbate;Cádiz;27.2 ;13:30;17.2 ;13:30;0
Tarifa;Cádiz;23.8 ;13:40;19.6 ;13:40;0
Jimena de la Frontera;Cádiz;23.9 ;13:40;10.4 ;13:40;0
San Roque;Cádiz;22.4 ;13:20;15.8 ;13:20;0
Castro Urdiales;Cantabria;18.1 ;14:30;11.3 ;14:30;1.7
Ramales de la Victoria;Cantabria;16.1 ;13:10;7.2 ;13:10;1.2
Barcena de Cicero, Treto;Cantabria;16.7 ;14:30;8.2 ;14:30;0.8
Soba, Alto Miera;Cantabria;13.7 ;11:30;6.7 ;11:30;0.4
Santander Aeropuerto;Cantabria;16.1 ;15:20;7.3 ;15:20;0.6
Santander;Cantabria;15.8 ;15:00;11.5 ;15:00;0
Villacarriedo;Cantabria;14.1 ;14:10;5.8 ;14:10;2.4
Los Tojos, Bárcena Mayor;Cantabria;16.9 ;13:40;3.4 ;13:40;0.6
San Felices de Buelna;Cantabria;15.8 ;14:40;8.8 ;14:40;1.4
Torrelavega, Sierrapando;Cantabria;16.3 ;11:00;9.5 ;11:00;1.8
San Vicente de la Barquera;Cantabria;20.0 ;12:20;9.2 ;12:20;0.2
Camaleño, Fuente De;Cantabria;15.3 ;15:00;3.8 ;15:00;0
Cillórigo de Liébana, Tama;Cantabria;19.1 ;14:50;7.2 ;14:50;0
Tresviso;Cantabria;13.9 ;14:10;7.7 ;14:10;0
Santillana del Mar, Altamira;Cantabria;17.7 ;12:00;9.4 ;12:00;2.4
Reinosa;Cantabria;14.5 ;14:10;3.3 ;14:10;0
Alto Campoo;Cantabria;12.3 ;13:30;4.0 ;13:30;0
Valderredible, Cubillo de Ebro;Cantabria;15.4 ;13:00;2.1 ;13:00;0
Valderredible, Polientes;Cantabria;16.8 ;13:50;3.8 ;13:50;0.1
Segorbe;Castelló/Castellón;23.4 ;14:30;7.9 ;14:30;0
Montanejos;Castelló/Castellón;23.4 ;14:50;8.4 ;14:50;0
Villafranca del Cid/Vilafranca;Castelló/Castellón;18.4 ;14:20;2.8 ;14:20;0
Atzeneta del Maestrat;Castelló/Castellón;24.2 ;14:50;6.2 ;14:50;0
Castellón - Almassora;Castelló/Castellón;23.8 ;14:00;13.6 ;14:00;0
Torreblanca;Castelló/Castellón;23.1 ;11:50;13.9 ;11:50;0
La Pobla de Benifassà-Fredes;Castelló/Castellón;14.6 ;14:40;4.9 ;14:40;0
Vinaròs;Castelló/Castellón;24.1 ;15:20;8.0 ;15:20;0
Morella;Castelló/Castellón;16.1 ;14:50;6.2 ;14:50;0
Castellfort;Castelló/Castellón;14.0 ;15:00;5.1 ;15:00;0
Ceuta;Ceuta;22.1 ;16:00;17.3 ;16:00;0
Alcazar de San Juan;Ciudad Real;20.9 ;15:30;7.2 ;15:30;0
Tomelloso;Ciudad Real;21.6 ;15:50;5.0 ;15:50;0
Ciudad Real;Ciudad Real;20.5 ;15:10;6.3 ;15:10;0
Villanueva de los Infantes;Ciudad Real;20.6 ;14:50;8.4 ;14:50;0
Valdepeñas;Ciudad Real;20.3 ;15:30;6.4 ;15:30;0
Viso del Marqués;Ciudad Real;20.9 ;15:00;7.0 ;15:00;0
Abenójar;Ciudad Real;21.0 ;15:40;7.3 ;15:40;0
Puebla de Don Rodrigo;Ciudad Real;25.3 ;16:30;4.4 ;16:30;0
Almadén;Ciudad Real;26.5 ;16:50;12.6 ;16:50;0
Puertollano;Ciudad Real;21.2 ;15:00;7.4 ;15:00;0
Fuencaliente;Ciudad Real;24.0 ;15:00;9.1 ;15:00;0
Valsequillo;Córdoba;25.2 ;16:00;6.0 ;16:00;0
Hinojosa del Duque;Córdoba;23.9 ;15:20;7.4 ;15:20;0
Cardeña;Córdoba;25.1 ;14:40;12.2 ;14:40;0
Montoro;Córdoba;27.9 ;15:10;8.0 ;15:10;0
Villanueva de Córdoba;Córdoba;23.0 ;14:50;12.5 ;14:50;0
Córdoba, Embalse de Guadanuño;Córdoba;25.7 ;14:40;10.5 ;14:40;0
Priego de Cordoba;Córdoba;25.7 ;12:40;9.1 ;12:40;0
Doña Mencía;Córdoba;22.9 ;16:40;13.1 ;16:40;0
Córdoba, Prágdena;Córdoba;26.6 ;17:20;11.4 ;17:20;0
Espiel;Córdoba;25.5 ;14:50;7.9 ;14:50;0
Fuente Palmera;Córdoba;28.0 ;17:20;12.2 ;17:20;0
Benamejí;Córdoba;24.9 ;15:20;12.7 ;15:20;0
Aguilar de la Frontera;Córdoba;26.4 ;16:30;11.2 ;16:30;0
La Rambla;Córdoba;27.4 ;16:00;11.0 ;16:00;0
Beteta;Cuenca;16.8 ;15:20;1.5 ;15:20;0
Cañizares;Cuenca;22.3 ;15:30;2.7 ;15:30;0
Tarancón;Cuenca;22.8 ;15:30;8.6 ;15:30;0
Alcázar del Rey;Cuenca;21.3 ;15:30;8.4 ;15:30;0
Abia de Obispalia;Cuenca;22.2 ;16:00;5.7 ;16:00;0
Villares del Saz;Cuenca;21.7 ;15:10;8.4 ;15:10;0
Alberca de Zancara;Cuenca;19.4 ;16:00;9.9 ;16:00;0
San Clemente;Cuenca;21.4 ;17:00;7.9 ;17:00;0
Osa de la Vega;Cuenca;20.7 ;16:30;7.4 ;16:30;0
Cuenca;Cuenca;21.9 ;16:20;7.9 ;16:20;0
Motilla del Palancar;Cuenca;21.3 ;16:10;8.6 ;16:10;0
Salvacañete;Cuenca;19.6 ;15:10;0.5 ;15:10;0
Mira;Cuenca;22.3 ;16:20;2.5 ;16:20;0
Irún;Gipuzkoa;16.5 ;14:30;10.9 ;14:30;4.6
San Sebastián Aeropuerto;Gipuzkoa;18.1 ;14:00;9.6 ;14:00;0
Renteria;Gipuzkoa;15.9 ;14:40;7.0 ;14:40;4.4
Beasain;Gipuzkoa;15.4 ;12:30;7.7 ;12:30;2.8
Ordizia;Gipuzkoa;15.9 ;12:30;8.3 ;12:30;2.8
Zumarraga;Gipuzkoa;12.9 ;10:30;6.7 ;10:30;3.3
Zumaia;Gipuzkoa;17.3 ;11:30;10.0 ;11:30;6.2
Aretxabaleta;Gipuzkoa;13.3 ;13:20;6.8 ;13:20;2.5
Elgeta;Gipuzkoa;12.7 ;12:50;8.0 ;12:50;5.8
Elgoibar;Gipuzkoa;13.2 ;16:50;7.6 ;16:50;4
Mutriku;Gipuzkoa;15.9 ;14:40;12.6 ;14:40;6
Blanes;Girona;22.7 ;13:50;13.7 ;13:50;0
Castell, Platja d'Aro;Girona;21.1 ;12:40;8.3 ;12:40;0
Sant Pau de Segúries;Girona;20.3 ;15:00;1.3 ;15:00;0
Planoles;Girona;19.5 ;14:10;5.3 ;14:10;0
Ripoll;Girona;19.5 ;14:00;1.8 ;14:00;0
Les Planes d'Hostoles;Girona;23.5 ;15:10;3.9 ;15:10;0
Sant Hilari;Girona;19.1 ;14:50;5.7 ;14:50;0
Girona;Girona;25.0 ;13:50;9.0 ;13:50;0
Porqueres;Girona;24.9 ;14:40;7.2 ;14:40;0
L'Estartit;Girona;19.8 ;15:50;10.5 ;15:50;0
La Vall de Bianya;Girona;21.9 ;14:20;4.6 ;14:20;0
Castelló d'Empúries;Girona;24.2 ;15:10;6.6 ;15:10;0
Maçanet de Cabrenys;Girona;23.1 ;14:40;6.7 ;14:40;0
Espolla;Girona;24.1 ;11:50;10.2 ;11:50;0
Figueres;Girona;23.5 ;12:30;10.1 ;12:30;0
La Molina;Girona;14.7 ;14:00;2.9 ;14:00;0
Baza;Granada;23.6 ;16:30;5.8 ;16:30;0
Dólar;Granada;21.7 ;15:50;8.2 ;15:50;0
Granada-Cartuja;Granada;26.3 ;16:00;10.5 ;16:00;0
Granada Aeropuerto;Granada;26.7 ;16:40;7.6 ;16:40;0
Loja;Granada;24.7 ;14:50;11.9 ;14:50;0
Lanjarón;Granada;22.1 ;14:40;9.6 ;14:40;0
Salobreña;Granada;24.8 ;13:40;15.0 ;13:40;0
Motril;Granada;26.6 ;10:00;15.2 ;10:00;0
Motril, Puerto;Granada;28.0 ;11:20;15.0 ;11:20;0
Castell de Ferro;Granada;23.4 ;12:40;16.3 ;12:40;0
Válor;Granada;22.1 ;13:20;11.1 ;13:20;0
Molina de Aragón;Guadalajara;19.7 ;16:20;-2.8 ;16:20;0
Zaorejas;Guadalajara;18.7 ;15:00;1.6 ;15:00;0
Pastrana;Guadalajara;22.1 ;15:20;7.9 ;15:20;0
Pantano el Vado;Guadalajara;23.1 ;15:00;5.2 ;15:00;0
Sigüenza;Guadalajara;19.6 ;15:40;-1.4 ;15:40;0
Guadalajara;Guadalajara;22.6 ;15:20;7.2 ;15:20;0
Brihuega;Guadalajara;20.8 ;14:40;4.5 ;14:40;0
El Pedregal;Guadalajara;17.7 ;14:40;2.2 ;14:40;0
Aroche;Huelva;28.6 ;15:40;6.7 ;15:40;0
El Granado;Huelva;28.9 ;16:10;9.7 ;16:10;0
Ayamonte;Huelva;25.0 ;14:30;11.3 ;14:30;0
Cartaya;Huelva;24.1 ;15:00;11.6 ;15:00;0
Alajar;Huelva;27.7 ;14:50;13.0 ;14:50;0
Valverde del Camino;Huelva;27.7 ;15:40;11.1 ;15:40;0
El Cerro de Andévalo;Huelva;29.3 ;16:20;14.1 ;16:20;0
Alosno, Tharsis;Huelva;28.2 ;16:10;13.4 ;16:10;0
El Campillo;Huelva;26.8 ;16:40;13.7 ;16:40;0
Villarrasa;Huelva;28.7 ;15:30;11.9 ;15:30;0
Huelva, Ronda Este;Huelva;28.4 ;16:30;12.4 ;16:30;0
Cala;Huelva;23.4 ;16:00;10.0 ;16:00;0
Almonte;Huelva;27.7 ;14:40;8.8 ;14:40;0
Moguer, El Arenosillo;Huelva;24.4 ;12:20;13.6 ;12:20;0.2
Canfranc;Huesca;14.4 ;14:50;7.1 ;14:50;0
Jaca;Huesca;18.0 ;14:40;1.2 ;14:40;0
Valle de Hecho, Hecho;Huesca;18.8 ;13:20;3.7 ;13:20;0
Aragüés del Puerto;Huesca;20.2 ;15:00;5.9 ;15:00;0
Bailo;Huesca;18.3 ;14:00;3.4 ;14:00;0
Biescas;Huesca;18.7 ;14:30;4.8 ;14:30;0
Sabiñánigo;Huesca;18.4 ;14:30;-0.2 ;14:30;0
Almudévar;Huesca;21.0 ;15:00;4.8 ;15:00;0
Sopeira;Huesca;20.5 ;14:30;5.8 ;14:30;0
Benabarre;Huesca;17.6 ;14:10;4.3 ;14:10;0
Bielsa;Huesca;21.0 ;12:10;6.1 ;12:10;0
Ainsa;Huesca;19.0 ;14:30;4.5 ;14:30;0
Torla - Depósito;Huesca;23.1 ;13:20;6.3 ;13:20;0
Benasque;Huesca;19.7 ;11:50;12.2 ;11:50;0
Seira;Huesca;21.1 ;15:40;1.1 ;15:40;0
Capella;Huesca;17.8 ;15:10;3.9 ;15:10;0
Barbastro;Huesca;22.5 ;16:10;3.1 ;16:10;0
Sariñena, Depósito agua;Huesca;21.5 ;16:00;5.1 ;16:00;0
Huesca Aeropuerto;Huesca;20.4 ;15:40;4.7 ;15:40;0
Huesca;Huesca;20.9 ;14:50;4.9 ;14:50;0
Lanaja;Huesca;20.4 ;15:20;7.0 ;15:20;0
Ballobar;Huesca;19.9 ;15:10;5.8 ;15:10;0
Tamarite de Litera;Huesca;20.7 ;16:30;3.5 ;16:30;0
Fraga;Huesca;21.7 ;17:00;8.4 ;17:00;0
Escorca, Lluc;Illes Balears;21.1 ;12:20;8.3 ;12:20;0
Banyalbufar;Illes Balears;21.3 ;12:10;15.2 ;12:10;0
Calvià, Es Capdellà;Illes Balears;23.6 ;15:30;12.7 ;15:30;0.2
Palma, Puerto;Illes Balears;23.6 ;12:30;15.5 ;12:30;0
Palma, Universitat;Illes Balears;24.3 ;13:00;10.0 ;13:00;0
Sierra de Alfabia, Bunyola;Illes Balears;17.1 ;13:00;9.3 ;13:00;0
Marratxí;Illes Balears;23.8 ;16:00;12.9 ;16:00;0
Palma de Mallorca, Aeropuerto;Illes Balears;23.3 ;13:30;10.6 ;13:30;0
Llucmajor, Cap Blanc;Illes Balears;23.4 ;12:50;16.3 ;12:50;0
Llucmajor;Illes Balears;23.3 ;13:40;12.5 ;13:40;0
Campos, Can Sion;Illes Balears;24.0 ;13:30;9.9 ;13:30;0
Campos, Salines Llevant;Illes Balears;22.8 ;13:40;9.4 ;13:40;0
Santanyí;Illes Balears;23.5 ;13:30;13.3 ;13:30;0
Portocolom;Illes Balears;24.1 ;13:10;14.9 ;13:10;0
Son Servera;Illes Balears;26.9 ;14:30;11.5 ;14:30;0
Artà;Illes Balears;24.8 ;14:20;11.0 ;14:20;0
Artà-Colònia de Sant Pere;Illes Balears;24.5 ;14:00;15.6 ;14:00;0
Muro, S'Albufera;Illes Balears;25.3 ;14:50;11.2 ;14:50;0
Manacor;Illes Balears;23.6 ;13:50;11.5 ;13:50;0
Sineu;Illes Balears;23.0 ;12:30;11.9 ;12:30;0
Santa María del Camí;Illes Balears;23.2 ;16:40;10.8 ;16:40;0
Binissalem;Illes Balears;22.8 ;13:30;9.8 ;13:30;0
Escorca, Son Torrella;Illes Balears;17.6 ;11:50;7.2 ;11:50;0
Sa Pobla;Illes Balears;24.9 ;14:20;10.6 ;14:20;0
Pollença;Illes Balears;27.8 ;12:30;11.4 ;12:30;0
Port de Pollença;Illes Balears;26.3 ;13:10;12.2 ;13:10;0
Es Mercadal;Illes Balears;23.2 ;12:30;14.8 ;12:30;0
Ciutadella, Cala Galdana;Illes Balears;23.5 ;13:10;11.5 ;13:10;0
Menorca, Aeropuerto;Illes Balears;23.5 ;14:30;14.2 ;14:30;0
Sant Joan de Labritja;Illes Balears;21.5 ;12:30;10.4 ;12:30;0.8
Ibiza, Aeropuerto;Illes Balears;21.9 ;15:20;13.5 ;15:20;0.5
Eivissa;Illes Balears;22.4 ;14:50;13.3 ;14:50;1.6
Formentera;Illes Balears;22.4 ;09:40;14.6 ;09:40;0.5
Baeza;Jaén;25.5 ;15:00;11.3 ;15:00;0
Torres;Jaén;21.1 ;14:50;11.4 ;14:50;0
Villanueva del Arzobispo;Jaén;24.4 ;15:00;9.3 ;15:00;0
Santa Elena;Jaén;21.2 ;15:30;11.3 ;15:30;0
Jaén;Jaén;23.2 ;15:30;13.3 ;15:30;0
Linares;Jaén;23.4 ;15:20;13.2 ;15:20;0
Bailén;Jaén;25.5 ;14:20;11.3 ;14:20;0
